,material_id,formula_pretty,spacegroup,formation_energy_per_atom,band_gap,energy_above_hull,total_magnetization,ordering,total_magnetization_normalized_formula_units,num_magnetic_sites,theoretical,Magmom_per_B
444,mp-632822,Li5B4,Cm,0.1994958074074075,0.0,0.3468927462962954,0.0008192,NM,0.0008192,0,True,0.0002048
445,mp-1096844,BiB6,Pm-3m,0.3322086335714291,0.0,0.3322086335714296,0.0183745,NM,0.0183745,0,True,0.0030624166666666
446,mp-344,BN,Cc,-1.2419457895833332,3.5767,0.21943424,4.01e-05,NM,1.0025e-05,0,True,1.0025e-05
447,mp-567944,BCl,P4_2/nmc,-0.6746260839583336,3.3203,0.281123972569441,0.0021049,NM,0.0002631125,0,False,0.0002631125
448,mp-1025156,NpB6,Pm-3m,-0.2690023433928569,0.0,0.0546950408928177,4.1897007,FM,4.1897007,1,False,0.69828345
449,mp-1228676,B8P,Cm,-0.0751271533333324,0.1845999999999996,0.1506276453703696,1.0007424,FM,0.3335808,1,True,0.0416976
450,mp-1104598,ErB12,Fm-3m,-0.2515306661538458,0.0,0.0,0.0,NM,0.0,0,False,0.0
451,mp-865,CaB6,Pm-3m,-0.4078072207142855,0.0,0.0,0.0,NM,0.0,0,False,0.0
452,mp-419,YbB6,Pm-3m,-0.4603767792857129,0.0,0.0,0.0,NM,0.0,0,False,0.0
453,mp-1205212,B2F3,P2/c,-2.321473403604166,2.4177,0.1683912704791677,7.9e-06,NM,1.234375e-07,0,False,6.171875e-08
454,mp-1184483,In3B,Pm-3m,0.9006224002083334,0.0,0.9006224002083334,0.0007015,NM,0.0007015,0,True,0.0007015
455,mp-999118,TcB,P6_3/mmc,-0.1217665245833341,0.0,0.2633662390909119,0.0055944,NM,0.0027972,0,True,0.0027972
456,mp-20962,Ni23B6,Fm-3m,-0.1917367460344831,0.0,0.0257919503448285,0.1910406,FiM,0.1910406,3,True,0.0318401
457,mp-1182537,B9C,I4/mmm,2.524015400000001,0.0576000000000007,2.5776902612083337,2.995634,FM,2.995634,2,False,0.3328482222222222
458,mp-570421,Sm2B5,P2_1/c,-0.5546883108333337,0.0,0.0,1e-07,NM,2.5e-08,0,False,5e-09
459,mp-1491,VB2,P6/mmm,-0.7388496561111116,0.0,0.0,2.8e-06,NM,2.8e-06,0,False,1.4e-06
460,mp-1001831,LiB,Fd-3m,0.2137115762499997,1.7264999999999997,0.3795331324999997,1.1e-05,NM,5.5e-06,0,True,5.5e-06
461,mp-1181765,CuB5,Pbca,0.3846316811111118,0.0,0.3846316811111121,0.0011627,NM,7.266875e-05,0,True,1.453375e-05
462,mp-1599,BN,Cm,-1.323430465833333,1.5671,0.1379495637500003,2.3e-06,NM,5.75e-07,0,True,5.75e-07
463,mp-1222002,MgB3,P4/mmm,0.3379268356249998,0.0,0.4735807987499996,0.0011368,NM,0.0005684,0,True,0.0001894666666666
