material_id,formula_pretty,spacegroup,formation_energy_per_atom,band_gap,energy_above_hull,total_magnetization,ordering,total_magnetization_normalized_formula_units,num_magnetic_sites,theoretical,Magmom_per_B
mp-954,BaB6,Pm-3m,-0.4099723649999995,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-1105617,TcB4,P6_3/mmc,0.3676202911666664,0.0,0.6320027178333358,1.904904,FM,0.476226,4,True,0.1190565
mp-12762,PrB6,Pm-3m,-0.4832379414285707,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-27658,Li5B4,R3m,0.5057422929629634,0.0,0.6531392318518514,0.0009089,NM,0.0009089,0,False,0.000227225
mp-568384,ScB2,Fd-3m,0.06880573222222353,0.0,0.9076439600000006,0.0012655,NM,0.00063275,0,False,0.000316375
mp-568319,DyB6,Pm-3m,-0.40010284071428565,0.0,0.03552324124999906,0.0,NM,0.0,0,False,0.0
mp-1245193,BN,P1,-0.6450635241833333,0.2781,0.8163165053999997,2.0033108,FM,0.040066216,1,True,0.040066216
mp-568143,TmB4,P4/mbm,-0.5780460971666663,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-889,Cr3B4,Immm,-0.4602709238095234,0.0,0.016709710000000655,0.0005884,NM,0.0005884,0,False,0.0001471
mp-1245270,B2O3,P1,-2.670249095416666,4.4806,0.1285705908333341,0.0,NM,0.0,0,True,0.0
mp-1183440,BiB,P6_3mc,0.8108499079166673,0.0,0.8108499079166673,0.0015105,NM,0.00075525,0,True,0.00075525
mp-866066,B2S3,R-3c,-0.6305787145416666,1.5315,0.10478568456000037,0.0174642,NM,0.0087321,0,True,0.00436605
mp-999198,BMo,Cmcm,-0.49229735708333244,0.0,0.009937462499999938,0.0,NM,0.0,0,False,0.0
mp-1018649,BC5,P3m1,0.25867318555555485,0.0,0.2795783708680606,0.0009395,NM,0.0009395,0,True,0.0009395
mp-1206441,V5B6,Cmmm,-0.8301574040909091,0.0,0.0,0.0,NM,0.0,0,True,0.0
mp-1228684,B2Pt3,Cm,-0.09932932566666679,0.0,0.05868556408333703,0.0002082,NM,0.0002082,0,True,0.0001041
mp-8079,B5W2,R-3m,0.24891011630952523,0.0,0.5342900301190454,0.014269,NM,0.014269,0,False,0.0028538
mp-634117,BH3,P2_1/c,-0.16425767166666638,5.3252,0.0,0.0,NM,0.0,0,False,0.0
mp-20517,BPd3,Pnma,-0.2580220141666665,0.0,0.0,0.0,NM,0.0,0,False,0.0
